dataset_index,sample_id,true_label,true_attack_type,predicted_label,predicted_attack_type,request_route,initial_status,final_status,source,attack_type,request_id,confidence,predicted_reasoning,latency_ms,submit_latency_ms,poll_count,completed,normalized_payloads,retrieval_trace_origin,retrieved_topk_count,retrieved_topk_categories,retrieved_topk_scores,retrieved_topk_payloads,retrieved_topk_source_files,retrieved_topk_line_nos,true_attack_type_in_topk,predicted_attack_type_in_topk,label_correct,attack_type_correct,error
230,xml_test-34675,benign,,benign,,queued,202,200,llm_batch,,6ae1549f307057a6d680090ecbddae983a8a128a363a6de2130575110cc1c50d,0.8,The URL path is not inherently malicious. The string '<sxie' is a partial HTML tag but not a complete or executable XSS payload. 'ntwinnt' contains 'winnt' but is not a direct path traversal.,97126.46151099761,785.7721760083223,49,True,"[""/uc@8IK_group"",""j9,gomsEo1,Qny"",""identity"",""http://tesl.st/dttmsii/leqienfe/esaiuvb.jpeg"",""dnV0dHJkNW1hbWtpbm1lSA=="",""application/x-www-form-urlencoded"",""Tue, 16 Mar 10 14:57:52 UTC"",""Thu, 26 Feb 09 18:41:11 CET"",""image/gif;q=0.4"",""iso-8859-9;q=0.8, ks_c_5601-1987;q=0.3"",""Gte3hsg-ssim;q=0.8, a4hir-eTueut;q=0.9, ltas-ene;q=0.0, T0teshs-m8it"",""min-fresh=1012"",""170.32.182.161"",""Cifi=74;aIeeh=eUNDD;-styleMP0fNhttps7k=/tps0;isl3jytuhgM4iOl=open=li6stdcfee9;h7leeyw4naa=o1R;poit1eirisrLySe=f5tu<sxie"",""$Version=\""009\"""",""Mon, 23 Jan 06 12:23:56 GMT"",""\""p4qYJhv8vIwEdsiuRA\"""",""100-continue"",""lmeur@Eanea.ch"",""Sat, 11 Sep 04 22:56:50 CET"",""Mon, 26 Mar 07 06:17:47 UTC"",""\""1W8ZME_1q1IcD93btk\"""",""\""dTVBKM1UHIsfmhVXBY@6\"""",""Sat, 25 Sep 04 04:13:39 CET"",""4763"",""7.9"",""no-cache"",""Digest algorithm=vehg"",""NTLM RzJ0d2NkcnByMHR1VjByYm9tU3JudW9lYWVlckN0ZTVnbGZT"",""-08"",""/o1tdnep/jrpl4dd8.php3"",""gzip;q=0.9,trailers"",""Connection"",""uBJUI8v http://www.csc7dbc.org"",""MIPS"",""081,3578,16"",""Solaris"",""color8"",""0894x8053"",""HTTP/0.1 110.201.186.105:35, 1.7 39.44.56.191, 2.7 www.sAineaaf.jpeg"",""deflate"",""nq8o/9.4, hsea/1.7"",""912 www.vEtlJzei.png \""hmbt4d6C\"" \""Tue, 20 Sep 05 24:39:51 GMT\"""",""180.150.65.176"",""80315"",""--------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~"",""25"",""g"",""17"",""meta"","" "",""882764"",""ayaaotasqoc"",""71"",""-fetmp4"",""9ndscunasa9k"",""xwN1kyhMWj"",""zsve7gnkbatmprgen"",""v"",""ntwinnt"",""a_poYF_Ey""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
741,patt-ssi-0537,malicious,SSI,malicious,Path Traversal,immediate,200,200,rule_engine,Path Traversal,,1.0,,791.8937240028754,791.8680930015398,0,True,"[""/login"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""<!--#include file=\""..\\..\\web.config\"" -->"",""1537""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
626,patt-xss-1316,malicious,XSS,malicious,XSS,immediate,200,200,rule_engine,XSS,,1.0,,800.7955290086102,800.7707350043347,0,True,"[""/download"",""curl/8.0.1"",""application/x-www-form-urlencoded"",""\""/><img/onerror=\\x0Bjavascript:alert(1)\\x0Bsrc=xxx:x />"",""2316""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
337,xml_test-35133,malicious,SQLi,malicious,SQLi,queued,202,200,llm_batch,SQL Injection,6430abb58482011e6c519779eefcb47a2469ffe28a8b81f74246d1317d729183,0.98,"The payload contains a clear SQL Injection pattern: 'OR 'DEeetnE' = 'Sim' 'ple'', using boolean logic and an unclosed single quote.",97130.70690400491,799.6142979973229,49,True,"[""/B0zcfN.jsp"",""p,Aaobwr5,trsona"",""deflate"",""http://www.eo1rad.cz/di7b4eg/cdcnzvew/0rayyo.mp3"",""YnJncnlwbmd4ZWxvcnVkZQ=="",""application/x-www-form-urlencoded"",""Fri, 22 Aug 08 22:27:38 CET"",""Sat, 06 Sep 08 09:43:18 GMT"",""*/*"",""*;q=0.8"",""e2nl3-bk, lIttzeni-ah4, aHrwhb6-enyz, li-ne, pNntteOY-hxgEzi;q=0.0"",""e6oss='e'"",""119.220.168.61"",""4nab6ezjei=rfa"",""$Version=\""43\"""",""Sun, 12 Mar 06 03:45:03 GMT"",""\""wECWPXUQhi-PB9N\"""",""ia7oljae"",""M1ef@dtSta5dnW.gov"",""Tue, 02 Oct 07 23:47:18 GMT"",""Mon, 28 Jan 08 20:40:25 CET"",""\""TRPBEfuXE5aCke9d\"""",""*"",""Sun, 02 Aug 09 23:58:45 UTC"",""32"",""6.8"",""no-cache"",""03hTlE Tqem=cllmecx"",""NTLM RWVndG50NnppWWNzYW16aGNvYWhuc25vdDlZb2Fyb3lhMnlzeHlyaA=="",""9644-,893-04607,798896-"",""http://uTgn.it/bno94a/swnnieh.jsp"",""trailers,chunked;q=0.4"",""Mozilla/4.3 (Machintosh; U; PPC Mac OS X 7.7; in-mt; rv:6.1.5) Gecko/85939012"",""124,974,8"",""Windows NT"",""color8"",""4.3 158.99.178.146, 4.3 57.150.156.12, AIm/5.9 www.arei.shtml"",""ratUn; isTmXtg=raertl"",""masee/8.5, drdmb/5.6, asJ/9.9, oume2Y/4.6, pmsuya/8.2"",""126.226.47.150"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"",""eupdatemlocation-eha7is"",""8483"",""waaehsgsdutm"",""304"",""A6eFtaaoeZjtshe7"",""36822"",""ixUTCz"",""OR    'DEeetnE'    =    'Sim' 'ple'"",""67894"",""4487243"",""4016""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
452,xml_test-39578,malicious,SSI,malicious,SSI Injection LFI,queued,202,200,llm_batch,SSI Injection/LFI,feab3dd898d9988960789a3917ddfa41c86b2f7154f923146d5ec90e11621ae8,0.95,"The payload contains a Server-Side Include (SSI) injection attempt: '<!-- #include virtual=""/var/log/httpd/access.log"" -->', which tries to access a sensitive log file.",97143.10449099867,814.9422999995295,49,True,"[""/v-3xsE/ecYv2J6@haMh_Gg/wV_U/onYi3x/auMnJ4HMxhL7ZUZ./s5a27v/qgPIMYA-/r67Jf@JYJYRv/TeZG.9fm/hrY4x/dena8hnor.jpg"",""0eiiec,hucneL"",""deflate"",""/onro/fnecedr/4snNii4/5anp.dll"",""ZU93bGdhZHJ0Zm5wQXloaQ=="",""application/x-www-form-urlencoded"",""Tue, 21 Nov 06 23:15:18 GMT"",""Fri, 18 Feb 05 19:22:42 UTC"",""image/*, video/quicktime;q=0.6"",""iso-8859-2, x-mac-ce;q=0.6, euc-kr, windows-1255;q=0.5"",""ohaVb-lhuke, euoi1Ia-ae;q=0.8, tjnX-vuen;q=0.2, a3w-nede;q=0.2, spniofso-vhsImnr;q=0.6"",""agbnne4='rzigaI'"",""145.102.168.110"",""uwa5XWfOiwaBl2=jtphpo ;b1oPrbnEel=h7x;mYQrinb=uarm4znooiAtS"",""$Version=\""0\"""",""Tue, 06 Oct 09 17:04:10 UTC"",""\""E-DjyT8l5_1VDtzNt-o\"""",""t7ug=t2ana;oee3=fmtY"",""Sat, 30 Jun 07 04:17:02 UTC"",""Mon, 28 Dec 09 12:37:24 UTC"",""\""vaPI5oNz_OoK-V5DD\"""",""*"",""38"",""no-cache"",""NTLM a2RkZHVoZ2V0RWF0ZWhpN25jaXV0c280aUVvZ29wbDJvaW50bGdMYWtlcW9u"",""/yheeeo/awhat.asmx"",""trailers,gzip;q=0.4"",""Host"",""Mozilla/7.0 (Windows; U; WinNT 4.4; bm-yS; rv:7.7.6) Gecko/71188482"",""x86"",""Windows 98"",""1.4 147.201.129.5, 6.7 42.203.74.130, FTP/6.8 www.coGgsodh.htm"",""compress"",""-------------------------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~"",""y9Oy5XY8So8"",""uilh\\se\\3]formee"",""etmpi mrmr"",""<!--     #include  virtual=\""/var/log/httpd/access.log\""   -->"",""1z0wuPKt"",""lEjnewinntsate)"",""eOllasic"",""27526887"",""lxtEahn2\\hah""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
483,xml_test-40373,malicious,SSI,malicious,SSII,queued,202,200,llm_batch,SSIi,b16ecddba5419ae907ab2c622d1437b18100d4d1cafe2c64b8bc0b78326b2944,1.0,"The input contains a clear Server-Side Include (SSI) injection pattern '<!-- #include virtual=""c:\winnt\system.ini"" -->', attempting to access a sensitive system file.",907089.4595760037,819.993108001654,453,True,"[""/5Yerk/dolonevgte.mdb"",""310445501"",""609"",""560"",""7781430"",""aKKnBzz"",""aiaqo\\t4ddrEm"",""r odgdocumenthmbr"",""dthot"",""o+b2eafi5eblink%uhttpe"",""video/*, audio/*;q=0.0, audio/x-wav;q=0.0"",""big5;q=0.2, iso-8859-15"",""<!--   #include     virtual=\""c:\\winnt\\system.ini\""  -->"",""o0ee1cq1dEl=hynsd4iqlnorysic9"",""Wed, 14 Feb 07 01:51:07 GMT"",""\""VcmBuUrDW_4NMFS3@\"""",""\""hKKuCZbYNxkhv9gMnKf\"""",""5"",""eui2wehi=tae"",""/Sut5r/SH3t/rulbE/Oawem2/eilejis.bin"",""trailers,gzip;q=0.3,trailers"",""biA6TjzY http://www.lnhpoVrs.ch"",""deflate""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
256,xml_test-41087,malicious,SQLi,malicious,SQLI RCE,queued,202,200,llm_batch,"SQLi, RCE",4fe89ef124e852baeb0fc308db4a25fb3bd59cab4f3348569f38235ad138c6dc,1.0,Contains SQL injection payload ';EXECmaster.dbo.xp_cmdshell'cmd.exe' attempting remote code execution.,127204.77382800891,826.2518249975983,64,True,"[""/zbrigsn/ija11x5GM0OZVk2Z/kvVm3OcjkvW/re2r4seL4hateOitce/5urydoyycs3sTttz/qetrp1itra.php"",""ssyBfpGnCa"",""oaitle"",""seeieay6m8w6s"",""n3reasW8telS"",""eAfpJ"",""';EXECmaster.dbo.xp_cmdshell'cmd.exe"",""npwt"",""23545"",""jqUHnIPy0J@"",""video/mpeg;q=0.5"",""*"",""3-sg3eiiEe;q=0.7, nT-Vhanceh, HlmH-t;q=0.7, o1-tsdrc;q=0.8, aebsc-aDh8If;q=0.6"",""only-if-cached"",""183.139.157.162"",""i8i=nnsoror$%document]hB;2tt5=uf8I;@C8Q=mrl.NzzK;9D4positionpEU=dTGtK_;a6h=2080;53betweenunullqIwindow.open=4698369279"",""$Version=\""624\"""",""Wed, 19 Apr 06 10:00:51 CET"",""W/\""pNa_WXpEGDiRA7WpPUNe\"""",""todx=mj6wd7;rmdo"",""mhst@6auiinb.st"",""Sun, 21 Dec 08 07:19:48 UTC"",""Sun, 04 Jan 04 17:28:18 CET"",""\""5QIg1LBKZrJufY8Zbegw\"""",""*"",""*"",""5"",""7.6"",""stxR2zt=afm"",""Digest username=\""seeg\"""",""nedle 4l5o=4osg"",""1-877"",""/paedyoo1/6w5ito.sh"",""chunked;q=0.7,deflate,gzip;q=0.7"",""From"",""Mozilla/8.5 (Machintosh; U; Mac OS X 1.6; tb-ae; rv:9.2.0) Gecko/97418376"",""StrongARM"",""2063,773,32"",""Win95"",""color16"",""194x0684"",""HTTP/9.5 www.lsey.js, HTTP/6.7 137.59.172.118:482"",""identity"",""Nb5/4.4, 2oss/0.9, ienmha/5.2, paie/0.1, sMat/4.9"",""451 198.72.245.237:3639 \""gyrmlem\"""",""110.167.165.101"",""54708069609443708"",""----------------------------------"",""~~~~~~~~~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
84,xml_test-5367,benign,,benign,,queued,202,200,llm_batch,,1acb1913ce7733baf7d811416453fe4429587797afd5b0b3ebb1eaff1b2f2b18,0.9,No clear malicious patterns detected. Contains base64 encoded strings which are common in legitimate requests.,127216.4166369912,840.8960090018809,64,True,"[""/ab5mK8m6/re6taa/iedps7tiihop/ttt2nasf2ta/nI/Zflink3NtxtermWl/eoTADJVIBO5K8HLckV7.tiff"",""oeziol7"",""compress"",""/ee2nor/ee3ha6t/j6ab/gdI8do/ohoguj.jsp"",""YW9lSHJ0c3RoaWRoaHRlTQ=="",""application/x-www-form-urlencoded"",""Tue, 21 Sep 04 17:36:04 UTC"",""Fri, 11 Jan 08 12:10:04 UTC"",""text/html, video/mpeg;q=0.4"",""windows-1254, iso-8859-5, windows-1258, windows-1253;q=0.3, ks_c_5601-1987;q=0.5"",""*;q=0.7"",""max-age=87"",""76.136.239.56"",""sh5IeQteZtut=mio3ai;ageht0edaDeudhr=362082830;143oeqU1she4tcs=epWS"",""$Version=\""58\"""",""Mon, 14 May 07 12:37:12 UTC"",""W/\""1nwTTBGlV546DVg4\"""",""100-continue"",""91ean@e9cutenhT7.cz"",""Mon, 17 Apr 06 22:27:42 CET"",""Fri, 30 Jan 04 05:28:49 GMT"",""*"",""*"",""\""Wq2Zu@-Q4gvpG@BwZQj\"""",""8"",""9.7"",""ldeaUBra='gufoonE'"",""Digest response=\""fd8dEEba5EdDB19dA6Bc0aEFEF4BbD26\"""",""Basic b3I0dDpuaGdp"",""90-23,76962-"",""/dbrh/Gsasp.asp"",""deflate,trailers,gzip"",""Pragma"",""Mozilla/1.8 (Machintosh; U; PPC Mac OS X 4.4; o4-le; rv:5.3.7) Gecko/68445067"",""x86"",""904,156,8"",""Solaris"",""color16"",""3820x055"",""HTTP/8.2 www.ceoy.js:13364, HTTP/3.3 www.obnhi.html, exer/5.1 www.rs1qaT.jpg"",""compress"",""m4rr/9.8, leutb/5.3, pbd/7.7"",""111 www.ryaeFet.css \""w2rhtt\"""",""195.76.247.208"",""028740747069773"",""-------------------------------------------"",""~~~~~~~~~~~~~~~"",""dssch0hryenoaub"",""jWQa"",""7537329"",""88519"",""7545356726"",""1Adn"",""t70A"",""71187762"",""00465"",""9504572541"",""6043738978"",""iry7tiitraosidae"",""ynotdocumentperlrRdLuavmpy""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
556,patt-command-injection-0949,malicious,Command Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,855.104868998751,855.0756750046276,0,True,"[""/auth"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""swissky@crashlab:~$ time if [ $(whoami|cut -c 1) == a ]; then sleep 5; fi"",""1949""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
324,xml_test-40380,malicious,SSI,malicious,SSI Injection PATH Traversal,queued,202,200,llm_batch,"SSI Injection, Path Traversal",dca4f263f78411472bf86837a5c9dbd7d992034bdb2607fd8cb682cdb2f05600,1.0,"Contains Server-Side Include (SSI) injection pattern '<!-- #include virtual=""c:\winnt\system.ini""-->' attempting path traversal.",127213.52770799422,850.2823739981977,64,True,"[""/U5PB0AuIcJhc@NJ/A-WGE.htm"",""*/*;q=0.2"",""x-mac-japanese"",""*;q=0.7"",""max-age=9"",""K7hterbwsMr9e03=<!--    #include     virtual=\""c:\\winnt\\system.ini\""-->"",""$Version=\""44\"""",""Sat, 06 Nov 04 08:21:09 UTC"",""W/\""WU_-78q-@WxIv3dXAb\"""",""100-continue"",""Mon, 26 Dec 05 08:17:51 UTC"",""\""O8nEurRO7Qo@sHP8RY\"""",""*"",""Thu, 01 Jan 09 01:43:09 GMT"",""3"",""6.0"",""/sioEcou.asmx"",""chunked;q=0.7"",""ah5heloekm/8.0"",""2628,7679,8"",""FTP/2.6 www.aa9cuamd.js"",""compress"",""976386691609"",""----------------------------------------------""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
369,xml_test-40363,malicious,SSI,malicious,SSI Injection PATH Traversal,queued,202,200,llm_batch,"SSI Injection, Path Traversal",784eff4f27fdc630eeb189d028b7a87c0a1cb2791eeb04cf476c7d3dbf72368e,1.0,"Contains Server-Side Include (SSI) injection pattern '<!-- #include virtual=""c:\winnt\system.ini"" --> ' attempting path traversal.",127218.01607999078,856.4637769886758,64,True,"[""/i47avJLXRMdK4H/i83vvar.K/byj3ifch0/ayM/e./oferohgt6gsso/L2isnDnrmtealdhl5/c5/sHgc8H90Xe/c64IInwspZ4KNsH8ZAb0.jpg"",""taM_Q-mT"",""e3F"",""<odfnpaadminhho"",""k._z"",""5cirdRemoisoaa4Pka"",""9372047"",""2"",""*/*"",""x-mac-japanese, x-mac-chinesetrad;q=0.5, x-mac-chinesesimp;q=0.5, windows-1250;q=0.4, macintosh"",""<!--   #include    virtual=\""c:\\winnt\\system.ini\"" -->"",""max-age=5"",""99.50.145.47"",""$Version=\""1\"""",""Sun, 24 Dec 06 19:13:18 UTC"",""Tue, 20 Jul 04 02:38:01 UTC"",""Wed, 20 Oct 04 13:12:58 CET"",""no-cache"",""NTLM ZDluaWdkcFdhb3djZGlnTzFvbTFsYXdoY2FhZWVjY3NwYVM="",""/isohisie/aati/yhilvma.wav"",""esDXID8 http://www.pouiyS.net"",""FTP/1.7 www.ie6a.js, 9.1 www.tvelwe.gif, 9.4 www.etBi.jpg""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
189,xml_test-35506,malicious,XPath Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,869.7941699938383,869.7517059918027,0,True,"[""/BxmIH/dfnEiye/trtjcEsrioA0/nnuuHwaiStr6e/s.ORG-RlZcp2_/ttttodilwioeecon8o6i/izxI/uaeooitwtsedyiae/uolFZpp/ge8hdsejtiaf.swf"",""favc<di"",""n@Ree4teueea"",""p0apbesEikvoiopi"",""oe8-a"",""e0-"",""rj97anoaew"","":op=l |TngevalpanT"",""s dno "",""nEBmk"",""H3sGsve"",""097090"",""oraoT"",""video/mpeg;q=0.3, application/*"",""windows-1257, windows-1254;q=0.7, big5;q=0.7"",""oo-nya, h-hbey5u, h8wh-qwee6sth;q=0.3"",""dnyurib=a/h/inuho8/child::node()[  position()=78] |   iur/ees/nesoiz/child::text()[position()=556]     or 'tmn'   ='"",""Mon, 26 Dec 05 13:21:49 UTC"",""\""BSWOns@@KCf-ZI1\"""",""f=nsuuNl3a"",""http://5D5weoc.uk/e6rntte5.php4"",""RnteieNore/5.7.2"",""FreeBSD""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
577,patt-xpath-injection-0474,malicious,XPath Injection,malicious,XPath Injection,queued,202,200,llm_batch,XPath Injection,824a0784b1647fa44d47563760133fb22d7e00734a98a3a77f8e90c69a1801b5,1.0,"Contains a blind XPath injection pattern 'substring(//user[userid=5]/username,2,1)=CHAR_HERE'.",127185.30456601002,874.6320299978834,64,True,"[""/view"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""substring(//user[userid=5]/username,2,1)=CHAR_HERE"",""1474""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
83,patt-ssi-0557,malicious,SSI,malicious,Path Traversal,immediate,200,200,rule_engine,Path Traversal,,1.0,,883.169959008228,883.1409749982413,0,True,"[""/profile"",""python-requests/2.31"",""application/x-www-form-urlencoded"",""<!--#include file=\""..\\..\\web.config\"" -->"",""1557""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
349,kaggle-cmdi-034,malicious,Command Injection,benign,,queued,202,200,llm_batch,,23cf25038ed753d98c75f13adf9a2dccef9c89192d8df454eca03698b60fea43,0.6,The presence of ';' alone is not sufficient to confirm a command injection without a clear command or context. The '/exec' path could be legitimate.,127235.55003099318,880.9913900040556,64,True,"[""/exec"","";"",""Mozilla/5.0"",""*/*""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,False,False,
616,xml_test-46577,malicious,XSS,malicious,XSS,queued,202,200,llm_batch,XSS,5df4f15ed91d8c7c46e4bc3cbb0c4e747aa156adec97a5ddf498056e7bd8a787,1.0,"Contains a Cross-Site Scripting (XSS) payload '<iframe src=""vbscript:[alert('dwrlfem1c');]"" >'.",127211.81630900537,890.770893995068,64,True,"[""/adstooifttct/mV8mail4TxAqP5pi/t3ybW9db24vvlON1a1rM/xqgALRWTUyo0c.3y/mbZvRYen4O_eb1E/tuvBIK@5DLt/i@xX/siOdud.swf"",""*/*;q=0.8"",""*;q=0.7"",""baal-O7es1a;q=0.3, 2reblna-3asru5y, autunt-eo;q=0.0, adc8n0hh-v, e-rbn"",""no-store"",""140.154.179.232"",""vooi0xg=4"",""$Version=\""15\"""",""Thu, 24 Feb 05 21:24:13 CET"",""W/\""j-GvuB-Y6UUJL8q3fp\"""",""oai0tt"",""Fri, 24 Apr 09 06:47:20 CET"",""Sun, 27 Jul 08 02:57:14 CET"",""*"",""\""iCeELUc9R202odJJf5g\"""",""*"",""972"",""6.1"",""4naerubo='hm'"",""NTLM M2VhU3NBb25hOWZoZ2lub2NiZXQxUm50YXRzdHRUbm9lb3NtUm4="",""NTLM b3JsbXNkdlVzYUl3aWVnQ3RvZWF5ZXNpTmVkYW9uZTByaVRlc3A1cGNiQlRlZQ=="",""70-"",""http://tejicLya.com/hRSc/vpnne5/lotrrgs/aEbNhnt/oeknehz.asp"",""trailers,deflate;q=0.4"",""If-None-Match"",""<iframe     src=   \""   vbscript:[alert   ('dwrlfem1c');]    \""  >"",""PowerPC"",""Win98"",""color16"",""5605x1554"",""0.2 235.45.121.98, HTTP/8.9 www.NeWl.tiff"",""deflate"",""ieek/6.0, 9suhri/7.2, tEdUn/4.8, nen3O/8.2"",""179 24.207.141.105:00 \""tAos9srMecair0\"""",""222.189.31.195"",""70953324571970"",""---------------------------------------------"",""~~~~~~~~~~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
633,xml_test-39531,malicious,SSI,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,910.0427829980617,910.0142179959221,0,True,"[""/kdloaii8ans6igt/f7wemei3o/ti7aHjf3hF9mtw_.jsp"",""0"",""-0ooenph-aEv8xoEto"",""w.y"",""21"",""La"",""0"",""ni|sda]object"",""m2OjhlRM"",""s"",""0"",""r.PMT"",""dih7enedb7tt2e"",""ascrcta0"",""ei2wca<indsystem0"",""arhPaerhtep"",""*/*;q=0.6"",""*;q=0.0"",""*"",""only-if-cached"",""y1XDd@bWU=tP2oW;osAtbs=nFa;i7=7;sryyefqhip=97;ree=<!--   #include  virtual=\""/etc/httpd/httpd.conf\""    -->"",""$Version=\""04\"""",""Fri, 20 Apr 07 06:28:56 GMT"",""W/\""aIEDtxbbWxK1yiYrk5Ei\"""",""100-continue"",""Mon, 22 Feb 10 11:23:12 GMT"",""Fri, 26 Jan 07 15:36:00 CET"",""\""@iB2z4sfLEfgGsit\"""",""\""m@mlaKPAwhK7fqQ1k5\"""",""Thu, 26 Apr 07 15:58:23 CET"",""91"",""7.0"",""rbfnpssi='egl'"",""neSo syPaam=nnzsnb"",""http://www.ictcsh.com/nmeciopi/i71ohIja.css"",""chunked;q=0.5,chunked;q=0.5,gzip"",""If-Range"",""Mozilla/5.7 (X11; U; SunOS sun4u 2.6; en-no; rv:1.6.8) Gecko/45134894"",""070,9720,32"",""color16"",""939x764"",""7.0 www.rnatau.html:6372, Lrzuo/0.5 www.efshx.jpeg, 0.5 www.nm0noban.gif"",""gzip"",""----------------------""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,False,
187,patt-command-injection-0948,malicious,Command Injection,malicious,Command Injection,immediate,200,200,rule_engine,Command Injection,,1.0,,912.0023299910827,911.975231996621,0,True,"[""/search"",""curl/8.0.1"",""application/x-www-form-urlencoded"",""swissky@crashlab:~$ time if [ $(whoami|cut -c 1) == s ]; then sleep 5; fi"",""1948""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
601,xml_test-46711,malicious,XSS,malicious,XSS,immediate,200,200,rule_engine,XSS,,1.0,,922.5366129976464,922.5097239977913,0,True,"[""/jeveyE8h/nn.pl"",""*/*;q=0.8"",""*"",""daatte1f-enhw"",""max-age=973"",""8.1.3.78"",""2TPenullq=6WUA2YAcn;p1ua=e)g?evalv;mhRteetsiv=oI/selectsRakoot$;mur8yrnvetih=ifbblcusr;iuEze0=o o;geknn1Iteil0=javascript:   alert   (  \""     fe.i0lt\"")"",""$Version=\""61\"""",""Wed, 01 Feb 06 08:35:32 CET"",""W/\""ucV4L6P8pp.RXLcdguPN\"""",""100-continue"",""Wed, 19 Jan 05 04:02:45 CET"",""Sun, 23 Jan 05 13:15:54 GMT"",""\""ho0Y9uOAF_3pkF1.s\"""",""\""hlrCIqqAFrF4NzWcp\"""",""Sun, 11 Mar 07 09:03:07 CET"",""22"",""6.9"",""utnbCysF=nw"",""NTLM cnVpaWVhNG1kaWl2aTJ0bWQ4QW1uNmxiYzZkN3Q5Qm53dHRuczhvdExyc2k="",""NTLM bTAxY3R2ZTVlN3NsaWg1RWxzYmVRYXNlczlhaWVzQWFy"",""42963-61"",""http://www.eWs85id.uk/srhg/7oql/ifyas/tsrma.jpg"",""trailers,trailers,gzip"",""If-Modified-Since"",""Cda7e7zerrtavt"",""x86"",""4598,3171,32"",""622x110"",""3.3 58.62.193.164:399, HTTP/5.6 www.1htvbio.tiff, HTTP/9.8 24.74.93.206"",""compress"",""F3sd/8.1, dyn/3.0, ser/7.5"",""946 www.roit.css \""gwtlahs9th4ae\"" \""Fri, 11 Nov 05 18:35:56 CET\"""",""40.45.63.28"",""5203423"",""----------"",""~~~~~~~~~~~""]",benchmark_sidecar_disabled,0,[],[],[],[],[],False,False,True,True,
